entry_ts,entry_price,exit_ts,exit_price,qty,pnl,exit_reason,date,symbol
2025-06-10 18:56:00+00:00,202.915,2025-06-10 18:57:00+00:00,202.63,4.928171894635685,1.4045289899711535,target,2025-06-10,AAPL
2025-06-30 19:12:00+00:00,204.8352,2025-06-30 19:16:00+00:00,204.61,4.882041979551853,1.0994358537949431,target,2025-06-30,AAPL
2025-06-30 19:13:00+00:00,204.8978,2025-06-30 19:16:00+00:00,204.61,4.880550427041674,1.404622412902476,target,2025-06-30,AAPL
2025-06-30 19:09:00+00:00,203.57,2025-06-30 19:24:00+00:00,206.23,4.912384169032272,-13.066941889625827,stop,2025-06-30,AAPL
2025-06-30 19:10:00+00:00,203.845,2025-06-30 19:25:00+00:00,206.6346,4.905757047216756,-13.685099858915898,stop,2025-06-30,AAPL
2025-06-30 19:11:00+00:00,204.6225,2025-06-30 19:33:00+00:00,207.11,4.887116740778261,-12.15670289268598,stop,2025-06-30,AAPL
2025-06-30 19:25:00+00:00,206.6346,2025-06-30 19:36:00+00:00,206.36,4.839017359404816,1.3287941668925258,target,2025-06-30,AAPL
2025-07-02 13:45:00+00:00,211.87,2025-07-02 13:46:00+00:00,211.645,4.718286148901795,1.061614383502877,target,2025-07-02,AAPL
2025-07-02 13:51:00+00:00,212.71,2025-07-02 13:56:00+00:00,212.535,4.699703363789471,0.8224480886632108,target,2025-07-02,AAPL
2025-07-02 13:52:00+00:00,212.92,2025-07-02 13:56:00+00:00,212.535,4.695068112491351,1.8076012233091276,target,2025-07-02,AAPL
2025-07-02 13:50:00+00:00,212.51,2025-07-02 14:01:00+00:00,212.255,4.704126405871057,1.1995522334970983,target,2025-07-02,AAPL
2025-07-02 13:49:00+00:00,212.2781,2025-07-02 14:06:00+00:00,212.145,4.709265357621245,0.6268032190993156,target,2025-07-02,AAPL
2025-07-02 13:48:00+00:00,212.07,2025-07-02 14:07:00+00:00,211.7777,4.713886464429945,1.3778690135527933,target,2025-07-02,AAPL
2025-07-02 19:04:00+00:00,212.8955,2025-07-02 19:05:00+00:00,212.7312,4.695882464633773,0.771533488939316,target,2025-07-02,AAPL
2025-07-02 19:03:00+00:00,212.7681,2025-07-02 19:06:00+00:00,212.645,4.6986942368214,0.5784092605526852,target,2025-07-02,AAPL
2025-07-09 19:53:00+00:00,210.8845,2025-07-09 19:55:00+00:00,211.17,4.740726533609318,-1.353477425345388,time,2025-07-09,AAPL
2025-07-09 19:54:00+00:00,210.885,2025-07-09 19:55:00+00:00,211.17,4.7407152935340795,-1.3511038586571964,time,2025-07-09,AAPL
2025-07-09 19:55:00+00:00,211.17,2025-07-09 19:55:00+00:00,211.17,4.73431711264353,0.0,time,2025-07-09,AAPL
2025-07-21 13:45:00+00:00,215.4,2025-07-21 13:47:00+00:00,214.7,4.641219586184281,3.248853710329076,target,2025-07-21,AAPL
2025-07-21 13:46:00+00:00,215.545,2025-07-21 13:47:00+00:00,214.7,4.638097375787396,3.9191922825403442,target,2025-07-21,AAPL
2025-08-08 14:03:00+00:00,222.79,2025-08-08 14:04:00+00:00,222.503,4.48759091217749,1.287938591794967,target,2025-08-08,AAPL
2025-07-02 19:51:00+00:00,491.2279,2025-07-02 19:55:00+00:00,491.46,2.035714990944122,-0.4724894493981361,time,2025-07-02,MSFT
2025-07-02 19:52:00+00:00,491.33,2025-07-02 19:55:00+00:00,491.46,2.03529196263204,-0.26458795514215594,time,2025-07-02,MSFT
2025-07-02 19:53:00+00:00,491.45,2025-07-02 19:55:00+00:00,491.46,2.0347949944043138,-0.02034794994402463,time,2025-07-02,MSFT
2025-07-02 19:54:00+00:00,491.825,2025-07-02 19:55:00+00:00,491.46,2.0332435317440147,0.7421338890865838,target,2025-07-02,MSFT
2025-07-09 13:47:00+00:00,504.8,2025-07-09 13:48:00+00:00,504.175,1.9809822644321433,1.2381139152700895,target,2025-07-09,MSFT
2025-07-09 13:46:00+00:00,504.29,2025-07-09 14:10:00+00:00,503.83,1.9829856770615042,0.9121734114483641,target,2025-07-09,MSFT
2025-07-09 13:45:00+00:00,503.95,2025-07-09 14:31:00+00:00,503.61,1.9843235382187638,0.6746700029943301,target,2025-07-09,MSFT
2025-07-31 14:02:00+00:00,537.405,2025-07-31 14:34:00+00:00,536.8676,1.8608462828939871,1.0000187924271062,target,2025-07-31,MSFT
2025-07-31 14:04:00+00:00,537.465,2025-07-31 14:34:00+00:00,536.8676,1.860638546991233,1.11154546797255,target,2025-07-31,MSFT
