label,dir,n_trades,total_pnl,hit_rate,avg_win,avg_loss,win_loss_ratio,final_equity,sharpe,max_dd,start,end,symbols
20250917_224314Z_both_smoke_alpaca,reports\20250917_224314Z_both_smoke_alpaca,523,-266.1385179977276,0.8279158699808795,1.2571598209176915,-9.005430227278756,0.1396001955697321,99733.86148200228,-4.031296598599949,-0.0032268773906047876,2025-06-01,2025-08-31,"AAPL,MSFT,NVDA,AMD,TSLA"
20250917_224407Z_both_smoke_polygon,reports\20250917_224407Z_both_smoke_polygon,523,-266.13797315655586,0.8279158699808795,1.257161080757567,-9.005430234717583,0.1396003353522168,99733.86202684345,-4.031289601167101,-0.00322687194149196,2025-06-01,2025-08-31,"AAPL,MSFT,NVDA,AMD,TSLA"
